"TransactionID,Timestamp,Amount,TransactionType,Location,IPAddress,UserID,IsFraud"
"TXN_374,2025-01-17 14:59:07,52.42,Purchase,Island_C,105.15.89.83,User_74,0"
"TXN_890,2025-01-17 14:59:23,60.87,Purchase,Mumbai,121.165.71.175,User_12,0"
"TXN_89,2025-01-17 15:10:26,11.83,Purchase,Gurgaon,241.50.133.236,User_10,0"
"TXN_1381,2025-01-17 15:21:48,39.56,Purchase,Remote_A,203.71.154.202,User_22,0"
"TXN_1917,2025-01-17 15:25:30,9.14,Transfer,Gurgaon,116.102.154.79,User_14,0"
"TXN_1469,2025-01-17 16:06:44,6.07,Purchase,Pune,79.73.100.111,User_6,0"
"TXN_362,2025-01-17 19:52:42,93.01,Transfer,Nagpur,229.79.44.183,User_5,0"
"TXN_1629,2025-01-17 19:59:43,21.5,Purchase,Delhi,135.156.2.111,User_2,0"
"TXN_1549,2025-01-17 21:22:12,43.21,Purchase,Noida,249.183.239.91,User_18,0"
"TXN_1790,2025-01-18 00:48:43,76.74,Purchase,Gurgaon,149.150.27.194,User_24,0"
"TXN_1862,2025-01-18 05:29:35,45.19,Purchase,Gurgaon,131.12.227.101,User_38,0"
"TXN_1971,2025-01-18 08:06:24,36.36,Purchase,Noida,46.253.69.54,User_32,1"
"TXN_1617,2025-01-18 08:18:46,27.08,Transfer,Noida,206.102.128.35,User_13,0"
"TXN_975,2025-01-18 08:47:35,12.86,Purchase,Noida,190.183.34.224,User_91,0"
"TXN_1132,2025-01-18 08:55:01,30.63,Payment,Gurgaon,205.155.201.18,User_61,0"
"TXN_586,2025-01-18 12:03:07,25.74,Purchase,Noida,135.224.146.58,User_77,0"
"TXN_789,2025-01-18 12:48:43,18.72,Purchase,Gurgaon,146.123.159.103,User_93,0"
"TXN_544,2025-01-18 13:11:53,84.91,Transfer,Gurgaon,218.217.75.8,User_50,0"
"TXN_1998,2025-01-18 13:15:24,8.32,Purchase,Gurgaon,131.12.227.101,User_38,0"
"TXN_56,2025-01-18 15:40:06,50.97,Purchase,Pune,173.102.100.65,User_76,0"
"TXN_469,2025-01-18 17:13:13,11.82,Purchase,Mumbai,241.50.133.236,User_10,1"
"TXN_1387,2025-01-18 18:30:58,73.83,Purchase,Nagpur,201.37.226.196,User_73,0"
"TXN_632,2025-01-18 19:13:44,353.31,Purchase,Mumbai,221.249.192.156,User_95,1"
"TXN_719,2025-01-18 19:37:18,13.96,Purchase,Gurgaon,34.126.104.27,User_37,0"
"TXN_1776,2025-01-18 20:39:05,5.37,Transfer,Offshore_B,24.138.54.70,User_28,1"
"TXN_1733,2025-01-19 01:32:08,66.45,Transfer,Offshore_B,79.73.100.111,User_6,1"
"TXN_381,2025-01-19 01:39:36,8.67,Transfer,Pune,56.192.223.25,User_16,1"
"TXN_1576,2025-01-19 01:51:11,19.38,Purchase,Pune,65.144.63.14,User_1,0"
"TXN_1883,2025-01-19 01:53:57,5.85,Purchase,Delhi,96.215.133.52,User_96,0"
"TXN_1582,2025-01-19 02:04:17,63.35,Transfer,Remote_A,57.254.97.214,User_83,0"
"TXN_494,2025-01-19 02:23:10,8.49,Purchase,Pune,84.148.51.246,User_46,0"
"TXN_690,2025-01-19 02:29:01,31.32,Purchase,Mumbai,145.98.44.150,User_79,0"
"TXN_1601,2025-01-19 02:59:45,16.73,Transfer,Pune,30.65.152.26,User_87,0"
"TXN_999,2025-01-19 03:24:28,11.35,Transfer,Mumbai,235.234.141.3,User_55,0"
"TXN_818,2025-01-19 03:31:20,48.89,Purchase,Pune,24.138.54.86,User_28,0"
"TXN_684,2025-01-19 11:07:55,32.77,Purchase,Offshore_B,190.183.34.224,User_91,0"
"TXN_1609,2025-01-19 11:35:17,27.75,Purchase,Pune,40.255.118.14,User_88,0"
"TXN_1564,2025-01-19 11:46:53,48.62,Deposit,Offshore_B,130.134.15.9,User_95,0"
"TXN_1350,2025-01-19 12:25:06,16.04,Transfer,Pune,214.54.237.107,User_49,0"
"TXN_1894,2025-01-19 15:00:02,18.0,Payment,Gurgaon,24.138.54.86,User_28,0"
"TXN_1332,2025-01-19 16:51:18,67.95,Transfer,Noida,135.156.2.111,User_2,0"
"TXN_1054,2025-01-19 18:34:06,26.07,Purchase,Remote_A,172.232.245.236,User_1,0"
"TXN_1916,2025-01-19 18:40:00,54.56,Purchase,Offshore_B,217.71.2.93,User_81,1"
"TXN_19,2025-01-19 18:43:51,8.1,Transfer,Pune,18.242.181.64,User_8,0"
"TXN_114,2025-01-19 19:43:49,235.86,Purchase,Nagpur,116.102.154.79,User_14,0"
"TXN_1370,2025-01-19 23:14:55,8.29,Transfer,Offshore_B,130.92.132.34,User_63,0"
"TXN_1966,2025-01-20 01:43:34,21.97,Purchase,Island_C,168.29.56.150,User_94,0"
"TXN_1458,2025-01-20 03:32:23,29.4,Withdrawal,Nagpur,205.155.201.18,User_61,0"
"TXN_622,2025-01-20 05:28:27,32.18,Purchase,Delhi,162.49.148.145,User_29,0"
"TXN_868,2025-01-20 05:45:38,28.06,Purchase,Remote_A,173.102.100.65,User_76,0"
"TXN_677,2025-01-20 06:12:18,6.62,Purchase,Noida,65.144.63.14,User_1,0"
"TXN_432,2025-01-20 06:27:43,2.61,Purchase,Offshore_B,119.192.36.146,User_86,0"
"TXN_1124,2025-01-20 10:57:22,6.4,Transfer,Mumbai,65.144.63.14,User_1,0"
"TXN_1950,2025-01-20 10:59:04,19.08,Transfer,Nagpur,63.242.180.92,User_84,0"
"TXN_530,2025-01-20 11:43:58,8.13,Purchase,Noida,206.102.128.35,User_13,0"
"TXN_546,2025-01-20 12:23:51,9.05,Transfer,Nagpur,95.30.71.53,User_97,0"
"TXN_1952,2025-01-20 14:38:58,70.95,Purchase,Nagpur,242.181.71.120,User_54,0"
"TXN_29,2025-01-20 14:42:02,11.02,Purchase,Delhi,100.0.25.65,User_3,0"
"TXN_827,2025-01-20 15:21:00,97.47,Transfer,Nagpur,116.102.154.79,User_14,0"
"TXN_1889,2025-01-20 15:53:44,12.51,Transfer,Gurgaon,214.54.237.107,User_49,0"
"TXN_118,2025-01-20 16:39:37,6.24,Purchase,Delhi,190.183.34.224,User_91,0"
"TXN_1874,2025-01-20 16:41:28,43.8,Payment,Pune,84.148.51.246,User_46,0"
"TXN_1391,2025-01-20 20:25:58,31.82,Purchase,Noida,199.102.243.123,User_45,0"
"TXN_1618,2025-01-20 21:20:42,9.47,Withdrawal,Mumbai,63.242.180.92,User_84,1"
"TXN_3,2025-01-20 21:39:43,38.39,Purchase,Noida,45.226.160.129,User_17,0"
"TXN_164,2025-01-20 21:56:47,8.84,Purchase,Remote_A,214.54.237.107,User_49,0"
"TXN_410,2025-01-20 22:05:35,33.6,Purchase,Gurgaon,160.252.188.171,User_47,0"
"TXN_196,2025-01-20 23:03:10,85.22,Purchase,Remote_A,117.32.31.139,User_71,1"
"TXN_1693,2025-01-20 23:34:17,48.0,Purchase,Noida,186.102.58.18,User_35,0"
"TXN_174,2025-01-21 02:44:53,28.25,Purchase,Delhi,86.135.127.88,User_98,0"
"TXN_901,2025-01-21 03:06:31,29.04,Transfer,Mumbai,214.54.237.107,User_49,0"
"TXN_1727,2025-01-21 04:26:15,11.75,Transfer,Mumbai,16.49.104.9,User_80,0"
"TXN_1858,2025-01-21 05:11:19,15.64,Purchase,Nagpur,96.215.133.52,User_96,0"
"TXN_472,2025-01-21 07:28:14,2.01,Transfer,Mumbai,183.243.165.195,User_68,0"
"TXN_351,2025-01-21 11:50:48,27.41,Payment,Noida,17.81.118.25,User_66,0"
"TXN_1752,2025-01-21 12:24:02,39.56,Transfer,Remote_A,18.165.158.142,User_52,1"
"TXN_1022,2025-01-21 14:51:10,11.32,Purchase,Island_C,201.37.226.196,User_73,0"
"TXN_1395,2025-01-21 15:22:47,13.94,Withdrawal,Mumbai,205.235.27.22,User_27,0"
"TXN_73,2025-01-21 15:54:37,19.38,Transfer,Mumbai,149.150.27.194,User_24,0"
"TXN_259,2025-01-21 16:43:58,31.31,Withdrawal,Delhi,18.242.181.64,User_8,0"
"TXN_176,2025-01-21 18:49:25,45.93,Purchase,Pune,45.179.145.202,User_4,0"
"TXN_1880,2025-01-21 19:03:14,24.02,Transfer,Island_C,95.30.71.53,User_97,1"
"TXN_1142,2025-01-21 20:03:26,79.5,Transfer,Mumbai,205.155.201.18,User_61,0"
"TXN_668,2025-01-21 23:08:18,90.38,Transfer,Pune,34.126.104.27,User_37,0"
"TXN_1866,2025-01-21 23:28:39,3.81,Purchase,Gurgaon,30.65.152.26,User_87,0"
"TXN_208,2025-01-21 23:45:43,119.45,Withdrawal,Gurgaon,180.54.255.240,User_67,1"
"TXN_334,2025-01-21 23:46:36,10.2,Purchase,Offshore_B,63.242.180.92,User_84,0"
"TXN_706,2025-01-22 00:20:03,36.82,Purchase,Gurgaon,130.92.132.34,User_63,0"
"TXN_661,2025-01-22 04:13:42,11.32,Purchase,Pune,89.3.248.160,User_34,0"
"TXN_119,2025-01-22 05:13:50,62.98,Purchase,Pune,16.49.104.9,User_80,0"
"TXN_1478,2025-01-22 05:40:01,30.56,Purchase,Delhi,105.15.89.83,User_74,0"
"TXN_1073,2025-01-22 06:47:39,21.69,Purchase,Pune,74.58.19.217,User_72,0"
"TXN_736,2025-01-22 12:47:01,32.22,Purchase,Gurgaon,45.226.160.129,User_17,0"
"TXN_69,2025-01-22 15:52:14,28.84,Withdrawal,Gurgaon,241.50.133.236,User_10,0"
"TXN_83,2025-01-22 17:20:28,88.05,Transfer,Mumbai,61.82.222.209,User_78,0"
"TXN_1947,2025-01-22 20:22:32,29.29,Purchase,Mumbai,206.102.128.35,User_13,0"
"TXN_1147,2025-01-22 20:58:19,6.71,Withdrawal,Remote_A,56.192.223.25,User_16,0"
"TXN_1539,2025-01-22 23:36:05,6.23,Purchase,Island_C,214.54.237.107,User_49,0"
"TXN_496,2025-01-23 00:46:01,151.85,Purchase,Delhi,175.227.21.233,User_53,1"
"TXN_658,2025-01-23 01:38:38,19.61,Purchase,Gurgaon,162.49.148.145,User_29,0"
"TXN_735,2025-01-23 02:25:40,56.21,Payment,Mumbai,190.183.34.224,User_91,0"
"TXN_1497,2025-01-23 03:04:07,157.83,Transfer,Pune,121.165.71.175,User_12,0"
"TXN_768,2025-01-23 03:24:09,118.01,Purchase,Island_C,53.11.229.144,User_44,0"
"TXN_1,2025-01-23 03:50:25,33.01,Payment,Mumbai,117.32.31.157,User_71,0"
"TXN_188,2025-01-23 04:22:12,18.67,Purchase,Pune,16.49.104.9,User_80,0"
"TXN_678,2025-01-23 05:12:29,115.85,Purchase,Gurgaon,50.183.107.90,User_56,0"
"TXN_331,2025-01-23 05:45:42,19.84,Payment,Gurgaon,160.252.188.171,User_47,0"
"TXN_66,2025-01-23 05:50:59,77.96,Transfer,Delhi,146.123.159.103,User_93,0"
"TXN_1694,2025-01-23 09:29:36,5.23,Purchase,Delhi,72.191.65.159,User_23,0"
"TXN_951,2025-01-23 11:42:31,15.78,Purchase,Delhi,133.94.120.216,User_40,0"
"TXN_1180,2025-01-23 11:55:51,6.66,Transfer,Gurgaon,199.102.243.123,User_45,0"
"TXN_478,2025-01-23 12:14:01,27.42,Transfer,Gurgaon,220.148.128.100,User_90,0"
"TXN_1672,2025-01-23 12:32:11,13.92,Purchase,Mumbai,50.183.107.90,User_56,0"
"TXN_1226,2025-01-23 12:53:38,17.64,Purchase,Noida,217.71.2.93,User_81,0"
"TXN_614,2025-01-23 15:44:57,6.52,Withdrawal,Gurgaon,249.183.239.91,User_18,0"
"TXN_1510,2025-01-23 17:01:17,88.02,Purchase,Nagpur,72.191.65.159,User_23,0"
"TXN_1281,2025-01-23 18:43:59,22.96,Purchase,Delhi,109.5.155.9,User_52,0"
"TXN_1550,2025-01-23 19:03:30,68.51,Purchase,Pune,109.5.155.9,User_52,0"
"TXN_1167,2025-01-23 19:11:49,80.18,Transfer,Delhi,233.80.147.20,User_92,0"
"TXN_497,2025-01-23 19:25:54,7.12,Purchase,Mumbai,217.71.2.93,User_81,0"
"TXN_954,2025-01-23 20:48:21,85.09,Purchase,Mumbai,115.236.14.234,User_20,0"
"TXN_1509,2025-01-23 21:16:30,21.94,Payment,Mumbai,181.3.236.207,User_26,0"
"TXN_1684,2025-01-23 22:11:03,27.78,Purchase,Gurgaon,80.200.197.179,User_48,0"
"TXN_1477,2025-01-23 22:20:10,17.8,Purchase,Gurgaon,186.102.58.18,User_35,0"
"TXN_422,2025-01-24 00:01:27,116.2,Transfer,Island_C,242.181.71.120,User_54,0"
"TXN_1215,2025-01-24 00:52:14,14.96,Purchase,Pune,229.79.44.183,User_5,0"
"TXN_1053,2025-01-24 01:41:58,32.92,Purchase,Island_C,217.197.216.103,User_9,0"
"TXN_1705,2025-01-24 04:26:55,30.26,Purchase,Gurgaon,31.152.236.140,User_15,0"
"TXN_617,2025-01-24 06:09:38,22.41,Purchase,Offshore_B,119.192.36.146,User_86,0"
"TXN_1614,2025-01-24 10:00:27,83.94,Purchase,Nagpur,199.102.243.105,User_45,1"
"TXN_1754,2025-01-24 10:40:26,3.22,Purchase,Pune,149.150.27.194,User_24,0"
"TXN_343,2025-01-24 12:09:26,25.66,Withdrawal,Island_C,131.12.227.84,User_38,1"
"TXN_264,2025-01-24 13:34:19,7.21,Transfer,Gurgaon,117.32.31.157,User_71,0"
"TXN_960,2025-01-24 19:31:54,31.43,Purchase,Gurgaon,175.227.21.233,User_53,0"
"TXN_1757,2025-01-24 19:50:15,17.51,Purchase,Noida,146.123.159.103,User_93,0"
"TXN_747,2025-01-24 22:10:03,75.28,Transfer,Remote_A,168.206.34.12,User_65,1"
"TXN_605,2025-01-24 23:57:54,30.37,Purchase,Island_C,31.152.236.140,User_15,0"
"TXN_1988,2025-01-25 01:17:21,33.66,Purchase,Nagpur,194.173.235.184,User_59,0"
"TXN_989,2025-01-25 02:37:57,16.1,Purchase,Mumbai,135.156.2.111,User_2,0"
"TXN_1594,2025-01-25 02:59:13,49.6,Purchase,Mumbai,63.242.180.92,User_84,0"
"TXN_232,2025-01-25 04:47:45,24.94,Purchase,Noida,186.102.58.18,User_35,0"
"TXN_880,2025-01-25 06:51:16,65.92,Purchase,Remote_A,194.173.235.184,User_59,0"
"TXN_490,2025-01-25 07:53:11,48.5,Withdrawal,Pune,146.123.159.103,User_93,1"
"TXN_1935,2025-01-25 12:04:09,282.69,Payment,Mumbai,153.13.215.23,User_21,0"
"TXN_408,2025-01-25 12:30:18,17.42,Transfer,Nagpur,168.29.56.150,User_94,0"
"TXN_404,2025-01-25 13:55:09,21.05,Purchase,Nagpur,31.152.236.140,User_15,0"
"TXN_655,2025-01-25 14:44:15,263.32,Transfer,Pune,249.183.239.91,User_18,0"
"TXN_1568,2025-01-25 15:20:30,33.65,Purchase,Delhi,61.82.222.209,User_78,0"
"TXN_1682,2025-01-25 15:32:22,19.61,Transfer,Pune,135.224.146.58,User_77,0"
"TXN_1217,2025-01-25 17:28:49,10.24,Purchase,Mumbai,10.78.61.134,User_36,0"
"TXN_983,2025-01-25 22:04:57,7.64,Withdrawal,Nagpur,235.234.141.3,User_55,0"
"TXN_92,2025-01-25 22:20:51,52.91,Purchase,Noida,235.89.196.194,User_70,0"
"TXN_986,2025-01-26 01:20:13,6.31,Payment,Gurgaon,214.54.237.107,User_49,0"
"TXN_692,2025-01-26 06:22:55,64.03,Purchase,Island_C,217.71.2.93,User_81,0"
"TXN_1832,2025-01-26 08:07:31,25.36,Purchase,Mumbai,219.123.87.131,User_44,0"
"TXN_1741,2025-01-26 09:08:41,18.09,Payment,Delhi,107.19.249.195,User_82,0"
"TXN_831,2025-01-26 10:43:58,5.24,Purchase,Mumbai,79.73.100.111,User_6,0"
"TXN_585,2025-01-26 12:25:24,24.09,Withdrawal,Delhi,45.179.145.202,User_4,0"
"TXN_1598,2025-01-26 14:45:34,157.2,Purchase,Remote_A,34.126.104.27,User_37,0"
"TXN_1190,2025-01-26 14:54:18,7.63,Purchase,Pune,24.138.54.86,User_28,0"
"TXN_1569,2025-01-26 18:23:03,4.21,Purchase,Gurgaon,72.191.65.159,User_23,0"
"TXN_1213,2025-01-26 19:46:38,9.79,Purchase,Gurgaon,61.82.222.209,User_78,0"
"TXN_1621,2025-01-26 20:30:23,22.49,Purchase,Mumbai,153.13.215.23,User_21,0"
"TXN_1170,2025-01-26 22:28:32,165.11,Withdrawal,Offshore_B,74.58.19.200,User_72,1"
"TXN_1266,2025-01-27 00:55:03,4.89,Withdrawal,Remote_A,63.242.180.92,User_84,0"
"TXN_1145,2025-01-27 01:25:01,16.89,Transfer,Delhi,168.206.34.12,User_65,0"
"TXN_175,2025-01-27 01:50:31,26.49,Purchase,Gurgaon,199.102.243.123,User_45,0"
"TXN_1416,2025-01-27 07:25:37,50.8,Purchase,Mumbai,205.155.201.18,User_61,0"
"TXN_1565,2025-01-27 07:53:24,41.97,Withdrawal,Nagpur,173.102.100.65,User_76,0"
"TXN_618,2025-01-27 08:14:25,41.5,Transfer,Gurgaon,31.152.236.140,User_15,0"
"TXN_310,2025-01-27 08:24:19,16.41,Purchase,Pune,241.50.133.236,User_10,0"
"TXN_1750,2025-01-27 10:19:37,54.66,Payment,Nagpur,24.62.153.104,User_39,0"
"TXN_1422,2025-01-27 10:23:09,58.7,Purchase,Island_C,201.37.226.196,User_73,0"
"TXN_1843,2025-01-27 11:54:39,11.6,Purchase,Noida,203.71.154.202,User_22,0"
"TXN_507,2025-01-27 12:10:29,11.11,Payment,Remote_A,149.150.27.194,User_24,0"
"TXN_1524,2025-01-27 12:17:52,7.69,Transfer,Nagpur,28.213.41.228,User_100,0"
"TXN_582,2025-01-27 13:26:14,13.26,Transfer,Mumbai,17.81.118.25,User_66,0"
"TXN_1620,2025-01-27 15:04:07,63.34,Purchase,Gurgaon,135.156.2.111,User_2,0"
"TXN_1676,2025-01-27 15:27:11,14.55,Purchase,Gurgaon,79.73.100.111,User_6,0"
"TXN_1118,2025-01-27 15:44:18,18.96,Purchase,Noida,130.134.15.9,User_95,0"
"TXN_1317,2025-01-27 16:45:25,6.92,Purchase,Delhi,201.37.226.196,User_73,0"
"TXN_825,2025-01-27 17:06:03,12.86,Purchase,Gurgaon,95.30.71.53,User_97,0"
"TXN_1514,2025-01-27 18:30:29,3.11,Purchase,Mumbai,149.150.27.194,User_24,1"
"TXN_907,2025-01-27 20:27:30,11.43,Purchase,Offshore_B,150.168.31.61,User_98,1"
"TXN_55,2025-01-27 20:40:21,56.32,Purchase,Noida,121.165.71.175,User_12,0"
"TXN_850,2025-01-27 20:59:02,11.81,Purchase,Mumbai,186.102.58.18,User_35,0"
"TXN_871,2025-01-27 22:49:14,16.83,Transfer,Mumbai,61.82.222.209,User_78,0"
"TXN_1405,2025-01-27 23:02:29,54.38,Purchase,Nagpur,205.235.27.22,User_27,0"
"TXN_970,2025-01-27 23:12:47,4.8,Withdrawal,Pune,227.133.224.220,User_41,0"
"TXN_1440,2025-01-28 00:37:18,41.88,Purchase,Delhi,149.150.27.194,User_24,0"
"TXN_1555,2025-01-28 00:52:55,16.01,Purchase,Island_C,168.29.56.150,User_94,0"
"TXN_49,2025-01-28 02:43:28,28.32,Purchase,Nagpur,226.201.64.104,User_25,0"
"TXN_1767,2025-01-28 03:28:58,176.08,Purchase,Nagpur,145.98.44.150,User_79,0"
"TXN_1366,2025-01-28 04:13:01,17.14,Transfer,Nagpur,220.148.128.100,User_90,0"
"TXN_1630,2025-01-28 04:30:30,47.12,Purchase,Mumbai,135.118.24.74,User_63,0"
"TXN_1236,2025-01-28 05:04:44,103.45,Withdrawal,Pune,72.191.65.159,User_23,0"
"TXN_121,2025-01-28 05:17:48,44.3,Purchase,Mumbai,10.78.61.134,User_36,0"
"TXN_1859,2025-01-28 07:26:44,26.81,Purchase,Mumbai,183.243.165.195,User_68,0"
"TXN_599,2025-01-28 07:58:30,12.88,Payment,Pune,168.29.56.150,User_94,0"
"TXN_870,2025-01-28 09:15:38,149.94,Payment,Noida,226.201.64.104,User_25,0"
"TXN_1126,2025-01-28 09:38:34,6.38,Purchase,Delhi,24.138.54.86,User_28,0"
"TXN_1511,2025-01-28 10:46:42,6.41,Purchase,Nagpur,24.62.153.104,User_39,0"
"TXN_1837,2025-01-28 12:08:57,6.4,Payment,Noida,229.71.142.201,User_60,0"
"TXN_1470,2025-01-28 12:15:15,31.33,Purchase,Pune,133.169.31.32,User_30,0"
"TXN_1822,2025-01-28 14:14:40,21.69,Purchase,Pune,242.181.71.120,User_54,0"
"TXN_1732,2025-01-28 15:30:30,40.26,Purchase,Island_C,194.173.235.184,User_59,1"
"TXN_558,2025-01-28 18:58:36,30.76,Purchase,Island_C,227.133.224.211,User_41,1"
"TXN_1241,2025-01-28 19:38:31,68.39,Withdrawal,Offshore_B,235.89.196.206,User_70,1"
"TXN_886,2025-01-28 21:06:59,127.32,Purchase,Gurgaon,205.155.201.18,User_61,0"
"TXN_1017,2025-01-28 21:32:40,10.47,Payment,Mumbai,186.102.58.18,User_35,0"
"TXN_1259,2025-01-29 00:43:40,9.92,Transfer,Pune,190.183.34.224,User_91,0"
"TXN_504,2025-01-29 02:04:49,83.82,Purchase,Island_C,220.148.128.103,User_90,1"
"TXN_647,2025-01-29 02:17:41,1.35,Withdrawal,Island_C,74.58.19.217,User_72,0"
"TXN_773,2025-01-29 10:28:46,37.8,Withdrawal,Noida,175.227.21.233,User_53,1"
"TXN_1110,2025-01-29 10:37:41,301.93,Transfer,Delhi,136.37.18.89,User_99,1"
"TXN_1622,2025-01-29 11:44:36,4.77,Purchase,Pune,227.133.224.220,User_41,0"
"TXN_1930,2025-01-29 15:09:21,461.38,Purchase,Remote_A,188.165.178.150,User_64,1"
"TXN_772,2025-01-29 16:17:04,11.44,Transfer,Mumbai,177.77.180.168,User_58,0"
"TXN_1081,2025-01-29 16:41:04,14.17,Withdrawal,Nagpur,235.234.141.3,User_55,0"
"TXN_1938,2025-01-29 17:09:45,32.06,Purchase,Pune,34.126.104.27,User_37,0"
"TXN_1948,2025-01-29 18:39:39,19.51,Transfer,Delhi,218.217.75.8,User_50,0"
"TXN_516,2025-01-29 20:30:17,42.75,Transfer,Pune,173.102.100.65,User_76,0"
"TXN_1334,2025-01-29 21:54:45,89.19,Purchase,Offshore_B,208.208.36.88,User_82,0"
"TXN_1408,2025-01-29 23:06:20,90.14,Payment,Delhi,229.71.142.201,User_60,0"
"TXN_876,2025-01-30 00:48:42,120.85,Payment,Nagpur,96.215.133.52,User_96,0"
"TXN_251,2025-01-30 02:43:09,5.69,Purchase,Pune,229.71.142.201,User_60,0"
"TXN_1698,2025-01-30 03:26:42,10.2,Purchase,Noida,100.0.25.65,User_3,0"
"TXN_809,2025-01-30 04:47:25,70.51,Withdrawal,Offshore_B,69.121.53.242,User_69,1"
"TXN_1465,2025-01-30 06:31:20,34.63,Transfer,Island_C,244.247.192.247,User_62,1"
"TXN_1915,2025-01-30 08:19:11,3.32,Transfer,Noida,160.252.188.171,User_47,0"
"TXN_1627,2025-01-30 09:27:16,12.84,Purchase,Remote_A,40.255.118.14,User_88,0"
"TXN_1085,2025-01-30 09:43:14,29.43,Purchase,Mumbai,80.200.197.179,User_48,0"
"TXN_419,2025-01-30 11:05:56,65.32,Purchase,Pune,61.82.222.209,User_78,0"
"TXN_527,2025-01-30 12:51:43,3.95,Purchase,Nagpur,173.102.100.65,User_76,0"
"TXN_325,2025-01-30 14:09:11,7.34,Transfer,Pune,235.234.141.3,User_55,0"
"TXN_1786,2025-01-30 14:40:21,21.86,Transfer,Gurgaon,119.192.36.146,User_86,1"
"TXN_688,2025-01-30 15:20:56,13.81,Purchase,Nagpur,163.169.11.58,User_89,0"
"TXN_286,2025-01-30 16:07:26,2.85,Transfer,Gurgaon,149.150.27.194,User_24,0"
"TXN_76,2025-01-30 16:16:57,45.69,Purchase,Offshore_B,227.133.224.220,User_41,0"
"TXN_58,2025-01-30 16:17:31,14.74,Withdrawal,Noida,133.169.31.32,User_30,0"
"TXN_498,2025-01-30 21:33:26,16.6,Transfer,Gurgaon,177.77.180.168,User_58,0"
"TXN_1002,2025-01-30 22:35:50,50.63,Purchase,Noida,217.71.2.93,User_81,0"
"TXN_834,2025-01-30 22:52:11,9.32,Transfer,Island_C,24.62.153.104,User_39,0"
"TXN_1385,2025-01-30 22:58:56,42.19,Transfer,Delhi,115.236.14.234,User_20,0"
"TXN_621,2025-01-31 00:07:44,9.11,Transfer,Noida,96.215.133.52,User_96,0"
"TXN_199,2025-01-31 00:16:14,21.29,Transfer,Offshore_B,30.65.152.26,User_87,0"
"TXN_139,2025-01-31 01:24:19,45.31,Transfer,Offshore_B,63.242.180.92,User_84,0"
"TXN_1225,2025-01-31 02:55:04,16.69,Transfer,Offshore_B,10.78.61.134,User_36,0"
"TXN_1665,2025-01-31 04:06:35,73.48,Transfer,Gurgaon,173.102.100.65,User_76,0"
"TXN_177,2025-01-31 04:26:23,20.35,Payment,Pune,61.82.222.209,User_78,0"
"TXN_16,2025-01-31 04:35:13,11.45,Purchase,Nagpur,24.62.153.104,User_39,0"
"TXN_1897,2025-01-31 04:46:51,15.51,Transfer,Noida,105.15.89.83,User_74,0"
"TXN_728,2025-01-31 05:03:17,28.43,Purchase,Pune,229.71.142.201,User_60,0"
"TXN_435,2025-01-31 11:56:20,90.23,Transfer,Noida,89.3.248.160,User_34,0"
"TXN_534,2025-01-31 12:22:31,5.98,Purchase,Island_C,219.123.87.131,User_44,0"
"TXN_724,2025-01-31 13:34:49,178.37,Purchase,Offshore_B,168.70.34.113,User_85,1"
"TXN_966,2025-01-31 14:01:39,84.78,Purchase,Delhi,74.58.19.217,User_72,0"
"TXN_1127,2025-01-31 16:03:31,27.18,Purchase,Gurgaon,121.165.71.175,User_12,0"
"TXN_1595,2025-01-31 16:15:23,1.89,Transfer,Nagpur,149.150.27.194,User_24,0"
"TXN_1014,2025-01-31 16:42:29,10.08,Purchase,Gurgaon,131.12.227.101,User_38,0"
"TXN_70,2025-01-31 17:04:06,10.54,Purchase,Mumbai,18.242.181.64,User_8,0"
"TXN_492,2025-01-31 18:05:44,88.23,Transfer,Noida,241.50.133.236,User_10,0"
"TXN_802,2025-01-31 19:48:39,11.99,Payment,Pune,159.41.148.57,User_7,0"
"TXN_272,2025-01-31 21:43:46,4.78,Payment,Pune,89.3.248.160,User_34,0"
"TXN_1809,2025-01-31 23:54:19,4.13,Payment,Mumbai,162.49.148.145,User_29,0"
"TXN_14,2025-02-01 00:03:58,2.96,Purchase,Island_C,50.183.107.90,User_56,0"
"TXN_1030,2025-02-01 00:15:15,7.22,Purchase,Mumbai,145.98.44.150,User_79,0"
"TXN_939,2025-02-01 01:35:31,25.63,Purchase,Island_C,145.98.44.150,User_79,0"
"TXN_77,2025-02-01 08:52:23,21.91,Transfer,Island_C,199.102.243.123,User_45,0"
"TXN_992,2025-02-01 10:49:14,2.61,Payment,Island_C,96.215.133.52,User_96,0"
"TXN_848,2025-02-01 11:14:44,234.0,Transfer,Island_C,45.226.160.129,User_17,0"
"TXN_201,2025-02-01 13:18:47,28.73,Payment,Pune,69.121.53.231,User_69,0"
"TXN_2000,2025-02-01 15:12:12,9.54,Purchase,Mumbai,45.179.145.202,User_4,0"
"TXN_1996,2025-02-01 18:01:43,58.57,Purchase,Gurgaon,178.63.221.38,User_42,0"
"TXN_332,2025-02-01 19:12:14,8.19,Payment,Remote_A,172.11.94.37,User_43,1"
"TXN_1677,2025-02-01 19:30:55,67.84,Transfer,Delhi,56.192.223.25,User_16,0"
"TXN_1624,2025-02-01 20:50:18,10.3,Transfer,Remote_A,105.15.89.83,User_74,0"
"TXN_1479,2025-02-01 21:56:44,8.27,Deposit,Pune,109.5.155.9,User_52,0"
